0.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000021e-02,4.999999999998620548e-01
2.000000000000000042e-02,5.000000000198973060e-01
2.999999999999999889e-02,5.000000001193072308e-01
4.000000000000000083e-02,5.000000003959021999e-01
5.000000000000000278e-02,5.000000009838546644e-01
5.999999999999999778e-02,5.000000020463226669e-01
7.000000000000000666e-02,5.000000037596946667e-01
8.000000000000000167e-02,5.000000062883687146e-01
8.999999999999999667e-02,5.000000097524389675e-01
1.000000000000000056e-01,5.000000141941675080e-01
1.100000000000000006e-01,5.000000192062685755e-01
1.199999999999999956e-01,5.000000238610402548e-01
1.300000000000000044e-01,5.000000267035121793e-01
1.400000000000000133e-01,5.000000256047585356e-01
1.499999999999999944e-01,5.000000175786979417e-01
1.600000000000000033e-01,4.999999985744794095e-01
1.700000000000000122e-01,4.999999632945500427e-01
1.799999999999999933e-01,4.999999051795062655e-01
1.900000000000000022e-01,4.999998168603594917e-01
2.000000000000000111e-01,4.999996914668518588e-01
2.099999999999999922e-01,4.999995407161262340e-01
2.200000000000000011e-01,4.999993615223602417e-01
2.300000000000000100e-01,4.999991539396208551e-01
2.399999999999999911e-01,4.999989212935372906e-01
2.500000000000000000e-01,4.999986699545606039e-01
2.600000000000000089e-01,4.999984089141939481e-01
2.700000000000000178e-01,4.999981491389594579e-01
2.800000000000000266e-01,4.999979026479919875e-01
2.899999999999999800e-01,4.999976814147051862e-01
2.999999999999999889e-01,4.999974962843006798e-01
3.099999999999999978e-01,4.999973560814512386e-01
3.200000000000000067e-01,4.999972670066847868e-01
3.300000000000000155e-01,4.999972323332209645e-01
3.400000000000000244e-01,4.999972523467834384e-01
3.500000000000000333e-01,4.999973244344683154e-01
3.599999999999999867e-01,4.999974432330450691e-01
3.699999999999999956e-01,4.999976007932314670e-01
3.800000000000000044e-01,4.999977867922881791e-01
3.900000000000000133e-01,4.999979889000566446e-01
4.000000000000000222e-01,4.999981934276477857e-01
4.100000000000000311e-01,4.999983907301424613e-01
4.199999999999999845e-01,4.999985675495859372e-01
4.299999999999999933e-01,4.999987134281724255e-01
4.400000000000000022e-01,4.999988219158667535e-01
4.500000000000000111e-01,4.999988912410463504e-01
4.600000000000000200e-01,4.999989243090458557e-01
4.700000000000000289e-01,4.999989280537990854e-01
4.799999999999999822e-01,4.999989123161274751e-01
4.899999999999999911e-01,4.999988861868749912e-01
5.000000000000000000e-01,4.999988577932228395e-01
5.100000000000000089e-01,4.999988341102012956e-01
5.200000000000000178e-01,4.999988206838307248e-01
5.300000000000000266e-01,4.999988217085928888e-01
5.400000000000000355e-01,4.999988402519327524e-01
5.500000000000000444e-01,4.999988784072983972e-01
5.600000000000000533e-01,4.999989372320527981e-01
5.700000000000000622e-01,4.999990164540054627e-01
5.799999999999999600e-01,4.999991134645201951e-01
5.899999999999999689e-01,4.999992221926050640e-01
5.999999999999999778e-01,4.999993352407796077e-01
6.099999999999999867e-01,4.999994449114227857e-01
6.199999999999999956e-01,4.999995428704471223e-01
6.300000000000000044e-01,4.999996215877260952e-01
6.400000000000000133e-01,4.999996754462169846e-01
6.500000000000000222e-01,4.999997017422433965e-01
6.600000000000000311e-01,4.999997013668016077e-01
6.700000000000000400e-01,4.999996790172538952e-01
6.800000000000000488e-01,4.999996428853805130e-01
6.900000000000000577e-01,4.999996038736738702e-01
7.000000000000000666e-01,4.999995744783960472e-01
7.099999999999999645e-01,4.999995675247040361e-01
7.199999999999999734e-01,4.999995949390488859e-01
7.299999999999999822e-01,4.999996667044147025e-01
7.399999999999999911e-01,4.999997900826023689e-01
7.500000000000000000e-01,4.999999691261355350e-01
7.600000000000000089e-01,5.000002044582727567e-01
7.700000000000000178e-01,5.000004932818634673e-01
7.800000000000000266e-01,5.000008295842887085e-01
7.900000000000000355e-01,5.000012045253732218e-01
8.000000000000000444e-01,5.000016070127243362e-01
8.100000000000000533e-01,5.000020260098219094e-01
8.200000000000000622e-01,5.000024482743129495e-01
8.300000000000000711e-01,5.000028612102054293e-01
8.399999999999999689e-01,5.000032539833064726e-01
8.499999999999999778e-01,5.000036185270776423e-01
8.599999999999999867e-01,5.000039503025562881e-01
8.699999999999999956e-01,5.000042487025129212e-01
8.800000000000000044e-01,5.000045170435910569e-01
8.900000000000000133e-01,5.000047620604510801e-01
9.000000000000000222e-01,5.000049889891918786e-01
9.100000000000000311e-01,5.000052034536924817e-01
9.200000000000000400e-01,5.000054110382934347e-01
9.300000000000000488e-01,5.000056170844427994e-01
9.400000000000000577e-01,5.000058266203574187e-01
9.500000000000000666e-01,5.000060442918045078e-01
9.599999999999999645e-01,5.000062741807779210e-01
9.699999999999999734e-01,5.000065194662279833e-01
9.799999999999999822e-01,5.000067819695480642e-01
9.899999999999999911e-01,5.000070585422879965e-01
1.000000000000000000e+00,5.000073438540676429e-01
1.010000000000000009e+00,5.000076320214442704e-01
1.020000000000000018e+00,5.000079171368352338e-01
1.030000000000000027e+00,5.000081937480204131e-01
1.040000000000000036e+00,5.000084574976892959e-01
1.050000000000000044e+00,5.000087057893168874e-01
1.060000000000000053e+00,5.000089383899450901e-01
1.070000000000000062e+00,5.000091578683919513e-01
1.080000000000000071e+00,5.000093697776466506e-01
1.090000000000000080e+00,5.000095825218483503e-01
1.100000000000000089e+00,5.000098068944897056e-01
1.110000000000000098e+00,5.000100553247717183e-01
1.120000000000000107e+00,5.000103409122742537e-01
1.130000000000000115e+00,5.000106763577533142e-01
1.140000000000000124e+00,5.000110729060365244e-01
1.150000000000000133e+00,5.000115394069087893e-01
1.159999999999999920e+00,5.000120815768636096e-01
1.169999999999999929e+00,5.000127015158263299e-01
1.179999999999999938e+00,5.000133975050958801e-01
1.189999999999999947e+00,5.000141640900499507e-01
1.199999999999999956e+00,5.000149924345405061e-01
1.209999999999999964e+00,5.000158718609141184e-01
1.219999999999999973e+00,5.000167887621878027e-01
1.229999999999999982e+00,5.000177285644372693e-01
1.239999999999999991e+00,5.000186767848613378e-01
1.250000000000000000e+00,5.000196201075621794e-01
1.260000000000000009e+00,5.000205473899644870e-01
1.270000000000000018e+00,5.000214505104234597e-01
