0.000000000000000000e+00,1.446842918350069885e+04
1.666666666666666644e-02,1.446842918350069885e+04
3.333333333333333287e-02,1.447580915295968589e+04
5.000000000000000278e-02,1.447580915295968589e+04
6.666666666666666574e-02,1.447568616493001537e+04
8.333333333333332871e-02,1.447556321916046545e+04
1.000000000000000056e-01,1.447544236747548894e+04
1.166666666666666685e-01,1.447532360978462384e+04
1.333333333333333315e-01,1.447520691170821010e+04
1.499999999999999944e-01,1.447509223881205617e+04
1.666666666666666574e-01,1.447497955718212870e+04
1.833333333333333204e-01,1.447486883342813599e+04
2.000000000000000111e-01,1.447476003467708506e+04
2.166666666666666741e-01,1.447465312856687888e+04
2.333333333333333370e-01,1.447454808323990073e+04
2.500000000000000000e-01,1.447444486733662052e+04
2.666666666666666630e-01,1.447434344998911547e+04
2.833333333333333259e-01,1.447424380081478375e+04
2.999999999999999889e-01,1.447414588991008532e+04
3.166666666666666519e-01,1.447404968784411903e+04
3.333333333333333148e-01,1.447395516565244361e+04
3.499999999999999778e-01,1.447386229483074385e+04
3.666666666666666408e-01,1.447377104732880798e+04
3.833333333333333037e-01,1.447368139554429217e+04
4.000000000000000222e-01,1.447359331231655960e+04
4.166666666666666852e-01,1.447350677092071419e+04
4.333333333333333481e-01,1.447342174506147967e+04
4.500000000000000111e-01,1.447333820886737158e+04
4.666666666666666741e-01,1.447325613688458361e+04
4.833333333333333370e-01,1.447317550407131057e+04
5.000000000000000000e-01,1.447309628579174932e+04
5.166666666666666075e-01,1.447301845781043448e+04
5.333333333333333259e-01,1.447294199628647038e+04
5.500000000000000444e-01,1.447286687776780309e+04
5.666666666666666519e-01,1.447279307918573068e+04
5.833333333333333703e-01,1.447272057784919707e+04
5.999999999999999778e-01,1.447264935143939147e+04
6.166666666666666963e-01,1.447257937800425498e+04
6.333333333333333037e-01,1.447251063595295091e+04
6.500000000000000222e-01,1.447244310405080432e+04
6.666666666666666297e-01,1.447237676141372322e+04
6.833333333333333481e-01,1.447231158750312716e+04
6.999999999999999556e-01,1.447224756212076136e+04
7.166666666666666741e-01,1.447218466540350346e+04
7.333333333333332815e-01,1.447212287781838313e+04
7.500000000000000000e-01,1.447206218015752711e+04
7.666666666666666075e-01,1.447200255353322791e+04
7.833333333333333259e-01,1.447194397937308713e+04
8.000000000000000444e-01,1.447188643941515511e+04
8.166666666666666519e-01,1.447182991570312151e+04
8.333333333333333703e-01,1.447177439058177333e+04
8.499999999999999778e-01,1.447171984669204721e+04
8.666666666666666963e-01,1.447166626696667481e+04
8.833333333333333037e-01,1.447161363462558620e+04
9.000000000000000222e-01,1.447156193317138786e+04
9.166666666666666297e-01,1.447151114638488434e+04
9.333333333333333481e-01,1.447146125832088728e+04
9.499999999999999556e-01,1.447141225330369889e+04
9.666666666666666741e-01,1.447136411592296827e+04
9.833333333333332815e-01,1.447131683102955685e+04
1.000000000000000000e+00,1.447127038373116920e+04
1.016666666666666607e+00,1.447122475938848038e+04
1.033333333333333215e+00,1.447117994361103047e+04
1.050000000000000044e+00,1.447113592225319371e+04
1.066666666666666652e+00,1.447109268141035500e+04
1.083333333333333259e+00,1.447105020741488988e+04
1.100000000000000089e+00,1.447100848683256118e+04
1.116666666666666696e+00,1.447096750645853535e+04
1.133333333333333304e+00,1.447092725331379188e+04
1.149999999999999911e+00,1.447088771464150705e+04
1.166666666666666741e+00,1.447084887790330686e+04
1.183333333333333348e+00,1.447081073077576366e+04
1.199999999999999956e+00,1.447077326114703646e+04
1.216666666666666563e+00,1.447073645711321296e+04
1.233333333333333393e+00,1.447070030697497168e+04
1.250000000000000000e+00,1.447066479923422594e+04
1.266666666666666607e+00,1.447062992259093335e+04
1.283333333333333215e+00,1.447059566593969430e+04
1.300000000000000044e+00,1.447056201836654509e+04
1.316666666666666652e+00,1.447052896914590383e+04
1.333333333333333259e+00,1.447049650773737631e+04
1.350000000000000089e+00,1.447046462378266369e+04
1.366666666666666696e+00,1.447043330710272858e+04
1.383333333333333304e+00,1.447040254769448984e+04
1.399999999999999911e+00,1.447037233572817240e+04
1.416666666666666741e+00,1.447034266154433499e+04
1.433333333333333348e+00,1.447031351565098885e+04
1.449999999999999956e+00,1.447028488872086928e+04
1.466666666666666563e+00,1.447025677158861254e+04
1.483333333333333393e+00,1.447022915524807104e+04
1.500000000000000000e+00,1.447020203084958484e+04
1.516666666666666607e+00,1.447017538969756424e+04
1.533333333333333215e+00,1.447014922324759209e+04
1.550000000000000044e+00,1.447012352310410097e+04
1.566666666666666652e+00,1.447009828101776293e+04
1.583333333333333259e+00,1.447007348888302840e+04
1.600000000000000089e+00,1.447004913873582154e+04
1.616666666666666696e+00,1.447002522275088268e+04
1.633333333333333304e+00,1.447000173323969284e+04
1.649999999999999911e+00,1.446997866264802360e+04
1.666666666666666741e+00,1.446995600355355964e+04
1.683333333333333348e+00,1.446993374866395243e+04
1.699999999999999956e+00,1.446991189081427365e+04
1.716666666666666563e+00,1.446989042296503067e+04
1.733333333333333393e+00,1.446986933820004197e+04
1.750000000000000000e+00,1.446984862972419251e+04
1.766666666666666607e+00,1.446982829086152560e+04
1.783333333333333215e+00,1.446980831505313836e+04
1.800000000000000044e+00,1.446978869585511529e+04
1.816666666666666652e+00,1.446976942693674027e+04
1.833333333333333259e+00,1.446975050207827007e+04
1.849999999999999867e+00,1.446973191516930274e+04
