,stateZ_timestamp,cf_x,cf_y,cf_z,obs_x,obs_y,obs_z,cf_mocap_data_x,cf_mocap_data_y,cf_mocap_data_z
0,26183.0,0.0,0.0,0.15,1.37996142578125,-0.65211083984375,0.6632897338867187,-0.02051858901977539,-0.002739744186401367,0.025457204818725584
1,26193.0,0.0,0.0,0.079,1.3798876953125,-0.6521544189453125,0.6631984252929688,-0.0205469913482666,-0.0028223938941955564,0.025520517349243165
2,26203.0,0.0,0.0,0.014,1.3799727783203124,-0.6521785278320312,0.6632319946289063,-0.020489974975585936,-0.002756359338760376,0.02545171356201172
3,26213.0,0.0,0.0,0.015,1.3799322509765626,-0.6521326904296875,0.6632720947265625,-0.0205145149230957,-0.00274116325378418,0.025416669845581056
4,26223.0,0.0,0.0,0.014,1.379789306640625,-0.6520494995117188,0.6631746826171875,-0.020556554794311524,-0.002753352642059326,0.025461503982543945
5,26233.0,0.0,0.0,0.015,1.3799293212890624,-0.6521763916015625,0.6632676391601563,-0.020452974319458007,-0.0028672780990600588,0.02559666633605957
6,26243.0,0.0,0.0,0.014,1.379935546875,-0.6521522827148437,0.6632791748046875,-0.020567594528198244,-0.002690952777862549,0.025348129272460936
7,26253.0,0.0,0.0,0.014,1.3798529052734374,-0.6520925903320313,0.6631799926757812,-0.020508916854858398,-0.002719104528427124,0.025419832229614258
8,26263.0,0.0,0.0,0.014,1.379893798828125,-0.6520670776367188,0.6632473754882813,-0.020483165740966796,-0.00274184513092041,0.025418893814086914
9,26273.0,0.0,0.0,0.014,1.3798787841796876,-0.6521201782226562,0.6632394409179687,-0.02041502380371094,-0.0028184189796447755,0.025593564987182616
10,26283.0,0.0,0.0,0.014,1.3798260498046875,-0.6521282348632812,0.6631888427734375,-0.020487558364868163,-0.0027316887378692626,0.025447616577148436
11,26293.0,0.0,0.0,0.014,1.3798685302734375,-0.6521051025390625,0.663252197265625,-0.020471357345581056,-0.0027389957904815675,0.025447351455688477
12,26303.0,0.0,0.0,0.014,1.3799072265625,-0.6521893920898437,0.66325244140625,-0.020469755172729493,-0.002746518611907959,0.02545109176635742
13,26313.0,0.0,0.0,0.014,1.379852783203125,-0.6521085815429688,0.6632325439453125,-0.02051895523071289,-0.002751089811325073,0.025480318069458007
14,26323.0,0.001,0.0,0.014,1.3798138427734374,-0.652123291015625,0.6631968383789062,-0.020493812561035156,-0.002742496967315674,0.025436771392822265
15,26333.0,0.0,0.0,0.015,1.3799124755859375,-0.6521891479492188,0.6632589111328125,-0.02046807098388672,-0.0027415378093719484,0.025454015731811525
16,26343.0,0.0,0.0,0.015,1.379824951171875,-0.6519848022460938,0.6632045288085937,-0.020493511199951173,-0.0027278094291687013,0.025438512802124023
17,26353.0,0.0,0.0,0.015,1.37990234375,-0.6521566772460937,0.6632758178710938,-0.02055229377746582,-0.0027141783237457275,0.02550299835205078
18,26363.0,0.0,0.0,0.015,1.37990625,-0.6521099853515625,0.6632697143554688,-0.020488773345947266,-0.0028322186470031738,0.025531724929809572
19,26373.0,0.0,0.0,0.015,1.3798984375,-0.6521223754882812,0.6632410278320312,-0.02046486473083496,-0.0027365629673004152,0.025429628372192384
20,26383.0,0.0,0.0,0.015,1.3799263916015625,-0.652091796875,0.6632612915039062,-0.020487451553344728,-0.0027298936843872072,0.02542435836791992
21,26393.0,0.0,0.0,0.015,1.3799615478515626,-0.6520796508789063,0.6632686767578125,-0.020615781784057617,-0.0026992263793945313,0.025447460174560548
22,26403.0,0.0,0.0,0.015,1.379972412109375,-0.652129150390625,0.6632980346679688,-0.02046919822692871,-0.002857876777648926,0.025583877563476562
23,26413.0,0.0,0.0,0.015,1.3799224853515626,-0.652075439453125,0.6632642822265625,-0.02048776626586914,-0.0027335596084594725,0.025430816650390625
24,26423.0,0.0,0.0,0.014,1.379889404296875,-0.6520211791992188,0.66324462890625,-0.02050407409667969,-0.0027202439308166505,0.025396480560302734
25,26433.0,0.0,0.0,0.014,1.37998681640625,-0.6521839599609375,0.6633111572265625,-0.02049122428894043,-0.0027392847537994385,0.02546483039855957
26,26443.0,0.0,0.0,0.014,1.379966064453125,-0.6521433715820313,0.6633201904296875,-0.020418008804321288,-0.0028144190311431886,0.02558119010925293
27,26453.0,0.0,0.0,0.014,1.3800426025390624,-0.6521300048828125,0.6633419799804687,-0.020503087997436522,-0.0027242012023925783,0.025418560028076173
28,26463.0,0.0,0.0,0.013,1.380057373046875,-0.6521837158203125,0.6633192138671875,-0.020456567764282226,-0.002727112293243408,0.02540629768371582
29,26473.0,0.0,0.0,0.013,1.3800284423828124,-0.6522017211914063,0.6633851318359375,-0.02052023696899414,-0.002724290370941162,0.02544075584411621
