,motor_timestamp,m1,m2,m3,m4,bat_timestamp,bat_volt,cmd_timestamp,cmd_thrust,cmd_act_thrust,cmd_roll,cmd_pitch,cmd_yawrate,stabilizer_timestamp,des_x,des_y,des_z,des_timestamp,des_vx,des_vy,des_vz,cmd_ax,cmd_ay,cmd_az,mocap_output_timestamp,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,obs_x,obs_y,obs_z,stateZ_timestamp,stateZ_x,stateZ_y,stateZ_z,stateZ_quat,stateZ_vx,stateZ_vy,stateZ_vz,stateZ_rollrate,stateZ_pitchrate,stateZ_yawrate
0,77510.0,0.0,0.0,0.0,0.0,77509.0,3.7583577632904053,,,,,,,,-1.2614625244140625,0.07875947570800781,0.012609064102172851,2.1778225898742676,-0.004,-0.004,0.003,0.0,0.0,0.0,,,,,,,,,0.5259295043945312,-0.03844647979736328,0.6573472290039063,77507.0,-1261.49169921875,78.77217864990234,12.59397029876709,-1073741824.0,0.0,0.0,0.0,0.0,4.0,-1.0
1,77520.0,0.0,0.0,0.0,0.0,77519.0,3.7583577632904053,,,,,,,,-1.2610416259765624,0.0784318618774414,0.012549789428710937,2.1992013454437256,-0.004,-0.005,0.006,0.0,0.0,0.0,,,,,,,,,0.52595947265625,-0.03843890762329102,0.657357421875,77517.0,-1261.46875,78.63557434082031,12.594395637512207,-536346112.0,0.0,0.0,0.0,2.0,0.0,-2.0
2,77530.0,0.0,0.0,0.0,0.0,77529.0,3.7583577632904053,,,,,,,,-1.2613204345703124,0.07892316436767578,0.012552202224731445,2.215649127960205,-0.003,-0.004,0.006,0.0,0.0,0.0,,,,,,,,,0.5259212036132812,-0.038442615509033204,0.657334228515625,77527.0,-1261.3692626953125,78.35761260986328,12.647200584411621,-1073217536.0,0.0,-1.0,0.0,0.0,3.0,-1.0
3,77540.0,0.0,0.0,0.0,0.0,77539.0,3.7583577632904053,,,,,,,,-1.26135302734375,0.07894889831542969,0.01257101058959961,2.2294974327087402,-0.003,-0.002,0.005,0.0,0.0,0.0,,,,,,,,,0.5259060668945312,-0.03844701766967774,0.6573377075195312,77537.0,-1261.49462890625,78.77179718017578,12.617076873779297,-1073217024.0,-1.0,-2.0,0.0,0.0,0.0,0.0
4,77550.0,0.0,0.0,0.0,0.0,77549.0,3.763636350631714,,,,,,,,-1.2612449951171876,0.07883734130859375,0.012612370491027832,2.267970561981201,-0.003,-0.001,0.006,0.0,0.0,0.0,,,,,,,,,0.5259513549804687,-0.03844640350341797,0.65735791015625,77547.0,-1261.4569091796875,78.76197052001953,12.584193229675293,-1073217024.0,-1.0,-3.0,0.0,0.0,2.0,0.0
5,77560.0,0.0,0.0,0.0,0.0,77559.0,3.7583577632904053,,,,,,,,-1.2611995849609374,0.07864905548095703,0.01266650390625,2.2808263301849365,-0.002,-0.001,0.006,0.0,0.0,0.0,,,,,,,,,0.525675048828125,-0.0385560188293457,0.6572267456054688,77557.0,-1261.4620361328125,78.61878204345703,12.620207786560059,-1073217536.0,-1.0,-4.0,0.0,0.0,0.0,-2.0
6,77570.0,0.0,0.0,0.0,0.0,77569.0,3.7583577632904053,,,,,,,,-1.2614246826171875,0.07888085174560547,0.012776940345764161,2.2939958572387695,-0.002,0.0,-0.002,0.0,0.0,0.0,,,,,,,,,0.525689208984375,-0.03854570388793945,0.657248046875,77567.0,-1261.5333251953125,78.51697540283203,12.559328079223633,-536346112.0,-1.0,-5.0,0.0,1.0,2.0,3.0
7,77580.0,0.0,0.0,0.0,0.0,77579.0,3.7583577632904053,,,,,,,,-1.2614884033203124,0.07888832855224609,0.012842658042907715,2.3066494464874268,-0.002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5259342041015626,-0.038448474884033204,0.6573468627929687,77577.0,-1261.46875,78.7663345336914,12.592196464538574,-536346112.0,-2.0,-6.0,0.0,-1.0,1.0,-2.0
8,77590.0,0.0,0.0,0.0,0.0,77589.0,3.7583577632904053,,,,,,,,-1.26152099609375,0.07884771728515624,0.012883350372314454,2.31939697265625,-0.002,0.0,-0.003,0.0,0.0,0.0,,,,,,,,,0.5257041015625,-0.03855437469482422,0.6572717895507812,77587.0,-1261.4683837890625,78.75254821777344,12.605549812316895,-536346112.0,-2.0,-7.0,0.0,0.0,2.0,-1.0
9,77600.0,0.0,0.0,0.0,0.0,77599.0,3.763636350631714,,,,,,,,-1.261566650390625,0.07861893463134766,0.012998355865478515,2.330862522125244,-0.002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5257133178710938,-0.0385604248046875,0.6572551879882812,77597.0,-1261.4697265625,78.60908508300781,12.594916343688965,-536346112.0,-3.0,-7.0,0.0,-2.0,1.0,0.0
