,stateZ_timestamp,cf_x,cf_y,cf_z,obs_x,obs_y,obs_z,cf_mocap_data_x,cf_mocap_data_y,cf_mocap_data_z
0,340041.0,-1.062,0.084,0.013,0.0005045269470214844,-3.846052551269531e-05,0.00065697802734375,-0.0010627574462890625,8.49043197631836e-05,1.3680566787719725e-05
1,340051.0,-1.062,0.084,0.013,0.000504514404296875,-3.850598907470703e-05,0.0006569768066406249,-0.0010628551025390624,8.456168365478516e-05,1.3756640434265136e-05
2,340061.0,-1.062,0.084,0.013,0.000504511932373047,-3.8503467559814454e-05,0.00065695458984375,-0.001062650390625,8.46361083984375e-05,1.3830602645874023e-05
3,340071.0,-1.062,0.084,0.013,0.0005044988708496095,-3.8491672515869146e-05,0.0006569716796875001,-0.0010628343505859374,8.493473052978517e-05,1.3625184059143065e-05
4,340081.0,-1.062,0.084,0.017,0.0005045010070800781,-3.8481857299804687e-05,0.0006569542846679688,-0.0010627286376953126,8.492530822753906e-05,1.3633729934692382e-05
5,340092.0,-1.062,0.084,0.016,0.0005045187683105468,-3.849621963500976e-05,0.00065698876953125,-0.0010628031005859376,8.45792999267578e-05,1.3745963096618652e-05
6,340101.0,-1.062,0.084,0.016,0.0005045083923339844,-3.849527359008789e-05,0.000656957763671875,-0.00106262255859375,8.465433502197265e-05,1.3849555015563965e-05
7,340111.0,-1.062,0.084,0.016,0.0005045342407226563,-3.851113128662109e-05,0.0006569785766601563,-0.0010628026123046875,8.492112731933594e-05,1.3615639686584472e-05
8,340121.0,-1.062,0.084,0.017,0.0005045406494140625,-3.848299407958984e-05,0.0006569666137695312,-0.0010628038330078124,8.492412567138671e-05,1.3602465629577636e-05
9,340131.0,-1.062,0.084,0.017,0.0005045333251953125,-3.848470306396484e-05,0.0006569688110351562,-0.0010629525146484376,8.47629165649414e-05,1.356626319885254e-05
10,340141.0,-1.062,0.084,0.017,0.0005045046081542969,-3.850364303588867e-05,0.0006569873657226563,-0.0010630202636718752,8.472978210449218e-05,1.3683774948120116e-05
11,340151.0,-1.062,0.084,0.017,0.0005045313415527343,-3.8488124847412114e-05,0.0006569953002929687,-0.0010628399658203125,8.493134307861328e-05,1.3645727157592773e-05
12,340161.0,-1.062,0.084,0.018,0.0005045415649414062,-3.8505783081054683e-05,0.000656989501953125,-0.0010628348388671877,8.49421615600586e-05,1.3639660835266113e-05
13,340171.0,-1.062,0.084,0.018,0.000504528564453125,-3.846925354003906e-05,0.0006569752197265624,-0.0010629714355468748,8.476161193847656e-05,1.35827054977417e-05
