,motor_timestamp,m1,m2,m3,m4,bat_timestamp,bat_volt,cmd_timestamp,cmd_thrust,cmd_act_thrust,cmd_roll,cmd_pitch,cmd_yawrate,stabilizer_timestamp,stabilizer_thrust,des_timestamp,des_x,des_y,des_z,mocap_output_timestamp,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,stateZ_timestamp,stateZ_x,stateZ_y,stateZ_z,stateZ_quat,stateZ_vx,stateZ_vy,stateZ_vz,stateZ_rollrate,stateZ_pitchrate,stateZ_yawrate
0,21701.0,0.0,0.0,0.0,0.0,21700.0,3.737243413925171,,,,,,,,,2.0478649139404297,0.0,0.0,0.024,,,,,,,,,21698.0,0.0,0.0,0.0,-1073741824.0,0.0,0.0,0.0,5.0,0.0,0.0
1,21711.0,0.0,0.0,0.0,0.0,21710.0,3.737243413925171,,,,,,,,,2.061960220336914,-0.001,-0.001,0.025,,,,,,,,,21708.0,0.0,0.0,85.0,-1073741824.0,0.0,-2.0,0.0,0.0,1.0,4.0
2,21721.0,0.0,0.0,0.0,0.0,21720.0,3.7319648265838623,,,,,,,,,2.075033664703369,0.0,0.0,0.025,,,,,,,,,21718.0,0.0,0.0,288.0,-1073217536.0,-2.0,-4.0,0.0,0.0,1.0,4.0
3,21731.0,0.0,0.0,0.0,0.0,21730.0,3.7319648265838623,,,,,,,,,2.0876967906951904,0.0,0.0,0.025,,,,,,,,,21728.0,0.0,0.0,226.0,-1073217536.0,-3.0,-6.0,0.0,0.0,3.0,2.0
4,21741.0,0.0,0.0,0.0,0.0,21740.0,3.7319648265838623,,,,,,,,,2.101334810256958,0.0,0.0,0.025,,,,,,,,,21738.0,0.0,0.0,26.0,-536869888.0,4.0,-4.0,0.0,1.0,0.0,0.0
5,21751.0,0.0,0.0,0.0,0.0,21750.0,3.737243413925171,,,,,,,,,2.115011215209961,0.0,0.0,0.025,,,,,,,,,21748.0,0.0,0.0,26.0,-536870912.0,3.0,-6.0,0.0,-3.0,-1.0,0.0
6,21761.0,0.0,0.0,0.0,0.0,21760.0,3.7319648265838623,,,,,,,,,2.1281983852386475,0.0,0.0,0.025,,,,,,,,,21758.0,0.0,0.0,26.0,-536869888.0,4.0,-8.0,0.0,-1.0,6.0,-1.0
7,21771.0,0.0,0.0,0.0,0.0,21770.0,3.7319648265838623,,,,,,,,,2.141223430633545,-0.001,-0.001,0.025,,,,,,,,,21768.0,0.0,0.0,26.0,-536346624.0,0.0,-9.0,0.0,0.0,0.0,0.0
8,21781.0,0.0,0.0,0.0,0.0,21780.0,3.7319648265838623,,,,,,,,,2.1559693813323975,-0.001,-0.001,0.025,,,,,,,,,21778.0,0.0,0.0,26.0,-536345600.0,-4.0,-12.0,0.0,1.0,-2.0,1.0
9,21791.0,0.0,0.0,0.0,0.0,21790.0,3.7319648265838623,,,,,,,,,2.1690728664398193,-0.002,-0.002,0.025,,,,,,,,,21788.0,0.0,0.0,24.0,-535298048.0,1.0,-10.0,-2.0,-2.0,3.0,0.0
10,21801.0,0.0,0.0,0.0,0.0,21800.0,3.737243413925171,,,,,,,,,2.1826717853546143,-0.002,-0.002,0.025,,,,,,,,,21798.0,0.0,0.0,24.0,-535297536.0,0.0,-10.0,-2.0,0.0,4.0,0.0
11,21811.0,0.0,0.0,0.0,0.0,21810.0,3.7319648265838623,,,,,,,,,2.196054220199585,-0.002,-0.002,0.025,,,,,,,,,21808.0,0.0,0.0,24.0,-535297536.0,0.0,-12.0,-2.0,2.0,0.0,1.0
12,21821.0,0.0,0.0,0.0,0.0,21820.0,3.737243413925171,,,,,,,,,2.2090952396392822,-0.002,-0.002,0.025,,,,,,,,,21818.0,0.0,0.0,24.0,-535822336.0,3.0,-10.0,-2.0,-1.0,1.0,0.0
13,21831.0,0.0,0.0,0.0,0.0,21830.0,3.737243413925171,,,,,,,,,2.2226483821868896,-0.006,-0.006,0.026,,,,,,,,,21828.0,0.0,0.0,25.0,-535821824.0,3.0,-11.0,0.0,0.0,0.0,0.0
14,21841.0,0.0,0.0,0.0,0.0,21840.0,3.737243413925171,,,,,,,,,2.2358603477478027,-0.005,-0.005,0.026,,,,,,,,,21838.0,1.0,0.0,25.0,-534771200.0,14.0,-9.0,0.0,-3.0,0.0,-3.0
15,21851.0,0.0,0.0,0.0,0.0,21850.0,3.737243413925171,,,,,,,,,2.2487940788269043,-0.01,-0.01,0.028,,,,,,,,,21848.0,0.0,0.0,25.0,-534772224.0,8.0,-9.0,0.0,3.0,5.0,1.0
16,21861.0,0.0,0.0,0.0,0.0,21860.0,3.7319648265838623,,,,,,,,,2.2622790336608887,-0.008,-0.008,0.029,,,,,,,,,21858.0,0.0,0.0,25.0,-534773248.0,7.0,-9.0,1.0,5.0,1.0,1.0
17,21871.0,0.0,0.0,0.0,0.0,21870.0,3.7319648265838623,,,,,,,,,2.27553391456604,-0.009,-0.009,0.03,,,,,,,,,21868.0,1.0,0.0,25.0,-534771200.0,15.0,-10.0,1.0,0.0,4.0,2.0
18,21881.0,0.0,0.0,0.0,0.0,21880.0,3.737243413925171,,,,,,,,,2.2885913848876953,-0.008,-0.008,0.026,,,,,,,,,21878.0,1.0,0.0,24.0,-534771200.0,15.0,-10.0,-1.0,-1.0,-3.0,5.0
19,21891.0,0.0,0.0,0.0,0.0,21890.0,3.737243413925171,,,,,,,,,2.3021750450134277,-0.009,-0.009,0.029,,,,,,,,,21888.0,1.0,0.0,24.0,-534771712.0,16.0,-11.0,-1.0,-2.0,0.0,0.0
20,21901.0,0.0,0.0,0.0,0.0,21900.0,3.7319648265838623,,,,,,,,,2.3155643939971924,-0.01,-0.01,0.031,,,,,,,,,21898.0,0.0,0.0,24.0,-533198336.0,-4.0,-6.0,-1.0,2.0,-1.0,0.0
21,21911.0,51896.0,55574.0,58014.0,54308.0,21910.0,3.737243413925171,,,,,,,,,2.3283915519714355,-0.017,-0.017,0.03,,,,,,,,,21908.0,0.0,0.0,24.0,-533198336.0,-5.0,-7.0,-1.0,1.0,-2.0,3.0
22,21921.0,53244.0,55896.0,56714.0,53994.0,21920.0,3.7319648265838623,,,,,,,,,2.342212438583374,-0.024,-0.024,0.033,,,,,,,,,21918.0,-1.0,0.0,25.0,-533197312.0,-11.0,-5.0,2.0,-7.0,-4.0,3.0
23,21931.0,54819.0,53671.0,55437.0,56509.0,21930.0,3.3888564109802246,,,,,,,,,2.3553988933563232,-0.025,-0.025,0.036,,,,,,,,,21928.0,0.0,0.0,25.0,-532151296.0,-4.0,-1.0,3.0,1.0,-1.0,8.0
24,21941.0,54007.0,55649.0,56327.0,55069.0,21940.0,3.0774195194244385,,,,,,,,,2.368455410003662,-0.029,-0.029,0.042,,,,,,,,,21938.0,0.0,0.0,25.0,-532150272.0,-6.0,0.0,3.0,0.0,4.0,-9.0
25,21951.0,54987.0,54113.0,55275.0,57301.0,21950.0,3.0774195194244385,,,,,,,,,2.382147789001465,-0.031,-0.031,0.046,,,,,,,,,21948.0,0.0,0.0,25.0,-532151296.0,-4.0,0.0,3.0,0.0,15.0,35.0
26,21961.0,55376.0,55336.0,56318.0,55878.0,21960.0,2.9085044860839844,,,,,,,,,2.395664691925049,-0.032,-0.032,0.05,,,,,,,,,21958.0,0.0,0.0,25.0,-533198848.0,-7.0,0.0,0.0,-5.0,26.0,98.0
27,21971.0,56128.0,53298.0,56290.0,57824.0,21970.0,2.845161199569702,,,,,,,,,2.408590793609619,-0.032,-0.032,0.067,,,,,,,,,21968.0,0.0,0.0,25.0,-533199872.0,-4.0,-2.0,0.0,-5.0,27.0,27.0
28,21981.0,57922.0,55286.0,54330.0,56642.0,21980.0,2.7870967388153076,,,,,,,,,2.4221417903900146,-0.033,-0.033,0.072,,,,,,,,,21978.0,0.0,0.0,25.0,-533199872.0,-2.0,-1.0,0.0,-10.0,16.0,-22.0
29,21991.0,56478.0,56112.0,55962.0,56228.0,21990.0,2.781818151473999,,,,,,,,,2.435157537460327,-0.033,-0.033,0.078,,,,,,,,,21988.0,0.0,0.0,25.0,-533199872.0,-2.0,1.0,0.0,7.0,9.0,4.0
30,22001.0,55112.0,58258.0,58348.0,53670.0,22000.0,2.808211088180542,,,,,,,,,2.4481494426727295,-0.032,-0.032,0.089,,,,,,,,,21998.0,-1.0,0.0,25.0,-533198848.0,-13.0,-1.0,0.0,23.0,6.0,40.0
31,22011.0,56667.0,55097.0,57177.0,56839.0,22010.0,2.808211088180542,,,,,,,,,2.461538791656494,-0.033,-0.033,0.094,,,,,,,,,22008.0,-1.0,0.0,25.0,-533198848.0,-8.0,2.0,2.0,65.0,-7.0,61.0
