,motor_timestamp,m1,m2,m3,m4,bat_timestamp,bat_volt,cmd_timestamp,cmd_thrust,cmd_act_thrust,cmd_roll,cmd_pitch,cmd_yawrate,stabilizer_timestamp,stabilizer_thrust,des_timestamp,des_x,des_y,des_z,des_vx,des_vy,des_vz,mocap_output_timestamp,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,stateZ_timestamp,stateZ_x,stateZ_y,stateZ_z,stateZ_quat,stateZ_vx,stateZ_vy,stateZ_vz,stateZ_rollrate,stateZ_pitchrate,stateZ_yawrate
0,9747.0,0.0,0.0,0.0,0.0,9745.0,3.8480937480926514,,,,,,,,,2.3022267818450928,0.0,0.0,0.027,0.0,-0.01,0.003,,,,,,,,,9743.0,32.0,-47.0,27.0,-531101696.0,3.0,0.0,2.0,-2.0,2.0,-6.0
1,9757.0,0.0,0.0,0.0,0.0,9755.0,3.8480937480926514,,,,,,,,,2.322606086730957,0.0,0.0,0.027,0.0,-0.006,0.003,,,,,,,,,9753.0,32.0,-47.0,27.0,-531101696.0,2.0,0.0,2.0,0.0,0.0,-4.0
2,9767.0,0.0,0.0,0.0,0.0,9765.0,3.8480937480926514,,,,,,,,,2.3421173095703125,0.0,0.0,0.027,-0.008,0.001,0.003,,,,,,,,,9763.0,32.0,-47.0,27.0,-531101696.0,2.0,0.0,2.0,0.0,-3.0,1.0
3,9777.0,0.0,0.0,0.0,0.0,9775.0,3.8480937480926514,,,,,,,,,2.365427017211914,0.0,0.0,0.027,-0.002,0.0,0.002,,,,,,,,,9773.0,32.0,-47.0,27.0,-531101696.0,2.0,0.0,3.0,0.0,3.0,-4.0
4,9787.0,0.0,0.0,0.0,0.0,9785.0,3.8480937480926514,,,,,,,,,2.379390239715576,0.001,0.001,0.027,0.003,0.005,0.004,,,,,,,,,9783.0,32.0,-47.0,27.0,-531101696.0,5.0,0.0,2.0,0.0,0.0,-3.0
5,9797.0,0.0,0.0,0.0,0.0,9795.0,3.8480937480926514,,,,,,,,,2.3957107067108154,0.0,0.0,0.027,-0.003,0.003,0.003,,,,,,,,,9793.0,32.0,-47.0,27.0,-531101696.0,5.0,0.0,2.0,0.0,5.0,0.0
6,9807.0,0.0,0.0,0.0,0.0,9805.0,3.8480937480926514,,,,,,,,,2.4159460067749023,0.0,0.0,0.025,-0.004,0.007,0.0,,,,,,,,,9803.0,33.0,-47.0,27.0,-531101696.0,5.0,0.0,3.0,0.0,4.0,1.0
7,9817.0,0.0,0.0,0.0,0.0,9815.0,3.8480937480926514,,,,,,,,,2.433959722518921,0.0,0.0,0.025,-0.003,0.011,0.011,,,,,,,,,9813.0,33.0,-47.0,27.0,-531101696.0,5.0,0.0,3.0,0.0,0.0,0.0
8,9827.0,0.0,0.0,0.0,0.0,9825.0,3.8480937480926514,,,,,,,,,2.458308696746826,-0.004,-0.004,0.026,-0.039,0.006,0.021,,,,,,,,,9823.0,32.0,-47.0,25.0,-531101696.0,1.0,-2.0,-3.0,0.0,-3.0,0.0
9,9837.0,0.0,0.0,0.0,0.0,9835.0,3.8480937480926514,,,,,,,,,2.480783462524414,-0.006,-0.006,0.026,-0.056,0.0,0.051,,,,,,,,,9833.0,33.0,-47.0,25.0,-531101696.0,4.0,0.0,-3.0,-1.0,-1.0,-3.0
