,motor_timestamp,m1,m2,m3,m4,bat_timestamp,bat_volt,cmd_timestamp,cmd_thrust,cmd_act_thrust,cmd_roll,cmd_pitch,cmd_yawrate,stabilizer_timestamp,des_x,des_y,des_z,des_timestamp,des_vx,des_vy,des_vz,cmd_ax,cmd_ay,cmd_az,mocap_output_timestamp,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,obs_x,obs_y,obs_z,stateZ_timestamp,stateZ_x,stateZ_y,stateZ_z,stateZ_quat,stateZ_vx,stateZ_vy,stateZ_vz,stateZ_rollrate,stateZ_pitchrate,stateZ_yawrate
0,9332.0,0.0,0.0,0.0,0.0,9331.0,3.7583577632904053,,,,,,,,-0.8050656127929687,0.23032014465332032,0.018728134155273437,2.1983039379119873,0.002,0.0,-0.004,0.0,0.0,0.0,,,,,,,,,1.081724853515625,0.14342897033691407,0.6616246948242187,9329.0,-805.0720825195312,230.33154296875,18.740419387817383,-536346624.0,0.0,-3.0,0.0,-3.0,0.0,5.0
1,9342.0,0.0,0.0,0.0,0.0,9341.0,3.7583577632904053,,,,,,,,-0.8048121337890625,0.23054928588867188,0.018722583770751953,2.2195584774017334,0.001,0.003,-0.004,0.0,0.0,0.0,,,,,,,,,1.0817252197265625,0.14342848205566405,0.6616534423828125,9339.0,-805.0914916992188,230.3273468017578,18.75184440612793,-536346624.0,0.0,-3.0,0.0,-3.0,-5.0,0.0
2,9352.0,0.0,0.0,0.0,0.0,9351.0,3.7583577632904053,,,,,,,,-0.8048627319335937,0.23053746032714845,0.018690771102905273,2.230574131011963,0.0,0.001,0.001,0.0,0.0,0.0,,,,,,,,,1.081714111328125,0.14342967224121095,0.6616493530273437,9349.0,-805.2376708984375,230.33811950683594,18.889249801635742,-536346624.0,0.0,-1.0,0.0,2.0,0.0,0.0
3,9362.0,0.0,0.0,0.0,0.0,9361.0,3.7583577632904053,,,,,,,,-0.8048180541992187,0.230574462890625,0.018693506240844728,2.2466540336608887,0.0,0.002,0.001,0.0,0.0,0.0,,,,,,,,,1.0817266845703124,0.14342605590820312,0.6616519775390625,9359.0,-805.0821533203125,230.33978271484375,18.721546173095703,-536346624.0,0.0,0.0,0.0,0.0,0.0,1.0
4,9372.0,0.0,0.0,0.0,0.0,9371.0,3.7583577632904053,,,,,,,,-0.8048306274414062,0.2305911560058594,0.01874910926818848,2.2588956356048584,0.0,-0.022,0.001,0.0,0.0,0.0,,,,,,,,,1.081729248046875,0.1434363250732422,0.6616652221679687,9369.0,-805.064453125,230.3373260498047,18.75363540649414,-536346624.0,1.0,-2.0,0.0,0.0,-3.0,-3.0
5,9382.0,0.0,0.0,0.0,0.0,9381.0,3.7583577632904053,,,,,,,,-0.8048414916992187,0.23059030151367188,0.018734018325805665,2.270793914794922,0.0,-0.015,0.002,0.0,0.0,0.0,,,,,,,,,1.081759521484375,0.14344447326660156,0.66166162109375,9379.0,-805.074951171875,230.3076171875,18.744234085083008,-536346624.0,1.0,-1.0,0.0,-3.0,1.0,-1.0
6,9392.0,0.0,0.0,0.0,0.0,9391.0,3.7583577632904053,,,,,,,,-0.8048098754882812,0.2305586700439453,0.0187742805480957,2.282602310180664,0.0,-0.014,-0.006,0.0,0.0,0.0,,,,,,,,,1.08173388671875,0.1434375,0.6616533203125,9389.0,-805.2509765625,230.33297729492188,18.77215003967285,-536346624.0,1.0,-1.0,5.0,-1.0,0.0,2.0
7,9402.0,0.0,0.0,0.0,0.0,9401.0,3.7583577632904053,,,,,,,,-0.8048158569335937,0.23054226684570311,0.0188089542388916,2.295180559158325,0.0,-0.007,-0.004,0.0,0.0,0.0,,,,,,,,,1.0817481689453126,0.14344354248046876,0.66166064453125,9399.0,-805.5114135742188,230.62548828125,18.97947883605957,-536346624.0,2.0,0.0,5.0,-3.0,0.0,0.0
8,9412.0,0.0,0.0,0.0,0.0,9411.0,3.7583577632904053,,,,,,,,-0.8047642822265625,0.23049383544921875,0.019013160705566405,2.310148239135742,0.0,-0.007,-0.006,0.0,0.0,0.0,,,,,,,,,1.0817200927734374,0.14343637084960936,0.6616573486328124,9409.0,-805.0914306640625,230.30189514160156,18.723690032958984,-1073217536.0,2.0,-4.0,4.0,-1.0,-1.0,-1.0
9,9422.0,0.0,0.0,0.0,0.0,9421.0,3.7583577632904053,,,,,,,,-0.8047316284179687,0.23050851440429687,0.019002758026123046,2.330152750015259,0.0,-0.016,-0.012,0.0,0.0,0.0,,,,,,,,,1.081736083984375,0.14344830322265625,0.661667724609375,9419.0,-805.074462890625,230.3189239501953,18.747516632080078,-1073217536.0,2.0,-3.0,4.0,0.0,-2.0,6.0
