,stateZ_timestamp,cf_x,cf_y,cf_z,obs_x,obs_y,obs_z
0,231634.0,0.0,0.0,0.0,1.5712711181640624,0.25751983642578125,0.6746412353515625
1,231644.0,0.0,0.0,0.009,1.5712926025390626,0.257503662109375,0.6746415405273437
2,231654.0,0.0,0.0,0.009,1.571292724609375,0.2575059509277344,0.6746409912109375
3,231664.0,0.0,0.0,0.009,1.5712769775390625,0.25752642822265626,0.6746592407226563
4,231674.0,0.0,0.0,0.009,1.5712802734375,0.25749600219726565,0.6746463623046876
5,231684.0,0.0,0.0,0.012,1.5712918701171874,0.2575299377441406,0.6746585693359375
6,231694.0,0.0,0.0,0.012,1.571281005859375,0.2575068359375,0.6746587524414063
7,231704.0,0.0,0.0,0.012,1.571298828125,0.2575342102050781,0.6746622314453125
8,231714.0,0.0,0.0,0.012,1.571284423828125,0.25751715087890625,0.6746395874023438
9,231724.0,0.0,0.0,0.012,1.5712724609375,0.2575242919921875,0.6746546630859375
10,231734.0,0.0,0.0,0.012,1.57127734375,0.2574957580566406,0.674636474609375
11,231744.0,0.0,0.0,0.012,1.5712640380859375,0.257505126953125,0.6746491088867187
12,231754.0,0.0,0.0,0.012,1.5712742919921876,0.2575211486816406,0.6746771850585938
13,231764.0,0.0,0.0,0.012,1.571271484375,0.25750885009765623,0.6746657104492187
14,231774.0,0.0,0.0,0.012,1.5712750244140625,0.25750457763671875,0.6746600952148437
15,231784.0,0.0,0.0,0.012,1.5712711181640624,0.2575015869140625,0.6746375122070313
16,231794.0,0.0,0.0,0.012,1.5712852783203124,0.25750347900390624,0.6746542358398437
17,231804.0,0.0,0.0,0.012,1.571292724609375,0.25752630615234373,0.674656005859375
18,231814.0,0.0,0.0,0.011,1.5712742919921876,0.2575047607421875,0.6746423950195313
19,231824.0,0.0,0.0,0.011,1.57127734375,0.2575089416503906,0.6746456298828125
20,231834.0,0.0,0.0,0.011,1.5712745361328124,0.25753469848632815,0.674650146484375
21,231844.0,0.0,0.0,0.011,1.57127978515625,0.25749008178710936,0.6746380004882813
22,231854.0,0.0,0.0,0.011,1.5712506103515624,0.25750509643554687,0.6746453857421875
23,231864.0,0.0,0.0,0.012,1.57126806640625,0.2574988708496094,0.6746531982421875
24,231874.0,0.0,0.0,0.012,1.571271484375,0.25750668334960936,0.6746478881835938
25,231884.0,0.0,0.0,0.012,1.57127880859375,0.25751080322265624,0.6746471557617187
26,231894.0,0.0,0.0,0.012,1.5712735595703125,0.2575111083984375,0.6746489868164063
27,231904.0,0.0,0.0,0.012,1.571267822265625,0.25751141357421875,0.6746489868164063
28,231914.0,0.0,0.0,0.012,1.5712857666015625,0.25750439453125,0.6746717529296875
29,231924.0,0.0,0.0,0.012,1.571306884765625,0.2574630126953125,0.6746725463867187
30,231934.0,0.0,0.0,0.012,1.57126904296875,0.2575137939453125,0.6746270141601562
31,231944.0,0.0,0.0,0.012,1.5712703857421875,0.2575078125,0.67465283203125
32,231954.0,0.0,0.0,0.012,1.5713143310546875,0.2575123291015625,0.6746451416015625
33,231964.0,0.0,0.0,0.012,1.5712772216796875,0.2575145568847656,0.674647705078125
34,231974.0,0.0,0.0,0.012,1.57128759765625,0.25750567626953125,0.674664794921875
35,231984.0,0.0,0.0,0.012,1.571278076171875,0.25751925659179686,0.6746760864257813
36,231994.0,0.0,0.0,0.012,1.571281494140625,0.2575101928710937,0.6746724243164063
37,232004.0,0.0,0.0,0.012,1.5712806396484376,0.25751348876953123,0.6746543579101563
38,232014.0,0.0,0.0,0.012,1.571280029296875,0.257503662109375,0.6746472778320313
39,232024.0,0.0,0.0,0.012,1.5713016357421874,0.25750711059570314,0.674686767578125
40,232034.0,0.0,0.0,0.013,1.5713192138671874,0.25749716186523436,0.6747025756835937
41,232044.0,0.0,0.0,0.013,1.5713094482421874,0.2574994201660156,0.6746547241210937
42,232054.0,0.0,0.0,0.013,1.57128076171875,0.25750888061523436,0.6746393432617187
43,232064.0,0.0,0.0,0.013,1.571276611328125,0.2575304870605469,0.6746199951171875
44,232074.0,0.0,0.0,0.013,1.57114453125,0.25758230590820314,0.6745330200195313
45,232084.0,0.0,0.0,0.012,1.5711463623046875,0.2575970153808594,0.674525634765625
46,232094.0,0.0,-0.001,0.012,1.5711453857421875,0.25761099243164065,0.6745347900390625
47,232104.0,0.0,-0.001,0.012,1.571134521484375,0.2576270751953125,0.6745240478515625
48,232114.0,0.0,-0.001,0.012,1.5711488037109376,0.2575987548828125,0.6745341796875
49,232124.0,0.0,0.0,0.013,1.571157470703125,0.25760598754882813,0.6745462646484375
50,232134.0,0.0,0.0,0.013,1.5711439208984375,0.25761593627929685,0.6745318603515625
51,232144.0,0.0,0.0,0.014,1.5711700439453125,0.2575886840820312,0.674542236328125
52,232154.0,0.0,0.0,0.014,1.5711534423828124,0.2575976257324219,0.6745365600585937
53,232164.0,0.0,0.0,0.014,1.5711534423828124,0.2575976257324219,0.6745365600585937
54,232174.0,0.0,0.0,0.014,1.5711534423828124,0.2575976257324219,0.6745365600585937
55,232184.0,0.0,0.0,0.014,1.5711534423828124,0.2575976257324219,0.6745365600585937
56,232194.0,0.0,0.0,0.014,1.5711534423828124,0.2575976257324219,0.6745365600585937
57,232204.0,0.0,0.0,0.014,1.5711534423828124,0.2575976257324219,0.6745365600585937
58,232214.0,0.0,0.0,0.013,1.5711534423828124,0.2575976257324219,0.6745365600585937
59,232224.0,0.0,0.0,0.013,1.5711534423828124,0.2575976257324219,0.6745365600585937
60,232234.0,0.0,0.0,0.013,1.5711534423828124,0.2575976257324219,0.6745365600585937
61,232244.0,0.0,0.0,0.013,1.5711534423828124,0.2575976257324219,0.6745365600585937
62,232254.0,0.0,0.0,0.014,1.5711534423828124,0.2575976257324219,0.6745365600585937
63,232264.0,0.0,0.0,0.014,1.5711534423828124,0.2575976257324219,0.6745365600585937
64,232274.0,0.0,0.0,0.014,1.5711634521484374,0.2575962829589844,0.6745402221679687
65,232284.0,0.0,0.0,0.014,1.571179931640625,0.2575775451660156,0.6745541381835938
66,232294.0,0.0,0.0,0.014,1.571177001953125,0.25761114501953125,0.6745362548828125
67,232304.0,0.0,0.0,0.013,1.571177001953125,0.25761114501953125,0.6745362548828125
68,232314.0,0.0,0.0,0.013,1.571177001953125,0.25761114501953125,0.6745362548828125
69,232324.0,0.0,0.0,0.013,1.571177001953125,0.25761114501953125,0.6745362548828125
70,232334.0,0.0,0.0,0.013,1.571177001953125,0.25761114501953125,0.6745362548828125
71,232344.0,0.0,0.0,0.013,1.571177001953125,0.25761114501953125,0.6745362548828125
72,232354.0,0.0,0.0,0.013,1.571177001953125,0.25761114501953125,0.6745362548828125
73,232364.0,0.0,0.0,0.013,1.571177001953125,0.25761114501953125,0.6745362548828125
74,232374.0,0.0,0.0,0.013,1.571177001953125,0.25761114501953125,0.6745362548828125
75,232384.0,0.0,0.0,0.012,1.571177001953125,0.25761114501953125,0.6745362548828125
76,232394.0,0.0,0.0,0.012,1.571177001953125,0.25761114501953125,0.6745362548828125
77,232404.0,0.0,0.0,0.011,1.571177001953125,0.25761114501953125,0.6745362548828125
78,232414.0,0.0,0.0,0.011,1.571177001953125,0.25761114501953125,0.6745362548828125
79,232424.0,0.0,0.0,0.011,1.571177001953125,0.25761114501953125,0.6745362548828125
80,232434.0,0.0,0.0,0.01,1.571177001953125,0.25761114501953125,0.6745362548828125
81,232444.0,0.0,0.0,0.01,1.571177001953125,0.25761114501953125,0.6745362548828125
82,232454.0,0.0,0.0,0.01,1.5710279541015626,0.25759661865234373,0.6744683227539062
83,232464.0,0.0,0.0,0.01,1.5710279541015626,0.25759661865234373,0.6744683227539062
84,232474.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
85,232484.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
86,232494.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
87,232504.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
88,232514.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
89,232524.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
90,232534.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
91,232544.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
92,232554.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
93,232564.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
94,232574.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
95,232584.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
96,232594.0,0.0,0.0,0.011,1.5710279541015626,0.25759661865234373,0.6744683227539062
97,232604.0,0.0,0.0,0.012,1.5710279541015626,0.25759661865234373,0.6744683227539062
98,232614.0,0.0,0.0,0.012,1.5710279541015626,0.25759661865234373,0.6744683227539062
99,232624.0,0.0,0.0,0.012,1.5710279541015626,0.25759661865234373,0.6744683227539062
100,232634.0,0.0,0.0,0.013,1.5710279541015626,0.25759661865234373,0.6744683227539062
101,232644.0,0.0,0.0,0.013,1.5710279541015626,0.25759661865234373,0.6744683227539062
102,232654.0,0.0,0.0,0.013,1.5710233154296875,0.2575737609863281,0.6744666748046875
103,232664.0,0.0,0.0,0.013,1.5710233154296875,0.2575737609863281,0.6744666748046875
104,232674.0,0.0,0.0,0.013,1.5710233154296875,0.2575737609863281,0.6744666748046875
105,232684.0,0.0,0.0,0.014,1.5710233154296875,0.2575737609863281,0.6744666748046875
106,232694.0,0.0,0.0,0.013,1.5710233154296875,0.2575737609863281,0.6744666748046875
107,232704.0,0.0,0.0,0.013,1.5710111083984375,0.25756689453125,0.6744747924804687
108,232714.0,0.0,0.0,0.013,1.57101220703125,0.2575813293457031,0.674463623046875
109,232724.0,0.0,0.0,0.013,1.57101953125,0.2575653381347656,0.6744675903320313
110,232734.0,0.0,0.0,0.013,1.5710206298828124,0.2575746765136719,0.6744876098632813
111,232744.0,0.0,0.0,0.013,1.5710059814453126,0.257563232421875,0.6744662475585937
112,232754.0,0.0,0.0,0.013,1.5709986572265624,0.25755889892578127,0.6744600830078125
113,232764.0,0.0,0.0,0.014,1.5710029296875,0.25757260131835935,0.6744326171875
114,232774.0,0.0,0.0,0.014,1.5710029296875,0.25757260131835935,0.6744326171875
115,232784.0,0.0,0.0,0.013,1.5710029296875,0.25757260131835935,0.6744326171875
116,232794.0,0.0,0.0,0.013,1.5710029296875,0.25757260131835935,0.6744326171875
117,232804.0,0.0,0.0,0.013,1.5710029296875,0.25757260131835935,0.6744326171875
118,232814.0,0.0,0.0,0.013,1.5710029296875,0.25757260131835935,0.6744326171875
119,232824.0,0.0,0.0,0.013,1.5710029296875,0.25757260131835935,0.6744326171875
120,232834.0,0.0,0.0,0.014,1.5710029296875,0.25757260131835935,0.6744326171875
121,232844.0,0.0,0.0,0.014,1.5710029296875,0.25757260131835935,0.6744326171875
122,232854.0,0.0,0.0,0.014,1.5710029296875,0.25757260131835935,0.6744326171875
123,232864.0,0.0,0.0,0.014,1.5710029296875,0.25757260131835935,0.6744326171875
124,232874.0,0.0,0.0,0.014,1.5710029296875,0.25757260131835935,0.6744326171875
125,232884.0,0.0,0.0,0.014,1.571036376953125,0.2575567626953125,0.6744700317382812
126,232894.0,0.0,0.0,0.014,1.571035888671875,0.25752633666992186,0.6744467163085938
127,232904.0,0.0,0.0,0.014,1.5710406494140625,0.25755685424804686,0.6744537963867188
128,232914.0,0.0,0.0,0.014,1.5710406494140625,0.25755685424804686,0.6744537963867188
129,232924.0,0.0,0.0,0.014,1.5710406494140625,0.25755685424804686,0.6744537963867188
130,232934.0,0.0,0.0,0.014,1.5710406494140625,0.25755685424804686,0.6744537963867188
131,232944.0,0.0,0.0,0.014,1.5710406494140625,0.25755685424804686,0.6744537963867188
132,232954.0,0.0,0.0,0.014,1.5710406494140625,0.25755685424804686,0.6744537963867188
133,232964.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
134,232974.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
135,232984.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
136,232994.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
137,233004.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
138,233014.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
139,233024.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
140,233034.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
141,233044.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
142,233054.0,0.0,0.0,0.013,1.5710406494140625,0.25755685424804686,0.6744537963867188
143,233064.0,0.0,0.0,0.012,1.5710435791015624,0.2575347290039062,0.6744580688476562
144,233074.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
145,233084.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
146,233094.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
147,233104.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
148,233114.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
149,233124.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
150,233134.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
151,233144.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
152,233154.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
153,233164.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
154,233174.0,0.0,0.0,0.012,1.5710540771484376,0.25756723022460937,0.6744689331054687
155,233184.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
156,233194.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
157,233204.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
158,233214.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
159,233224.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
160,233234.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
161,233244.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
162,233254.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
163,233264.0,0.0,0.0,0.011,1.5710540771484376,0.25756723022460937,0.6744689331054687
164,233274.0,0.0,0.0,0.011,1.5710145263671875,0.2575708923339844,0.6744515991210938
165,233284.0,0.0,0.0,0.011,1.5710145263671875,0.2575708923339844,0.6744515991210938
166,233294.0,0.0,0.0,0.011,1.5710208740234375,0.25754168701171876,0.6744735717773438
167,233304.0,0.0,0.0,0.01,1.5710128173828124,0.2575497131347656,0.674453369140625
168,233314.0,0.0,0.0,0.012,1.5710308837890625,0.25754733276367187,0.67449365234375
169,233324.0,0.0,0.0,0.012,1.5710003662109375,0.2575578918457031,0.6744586181640625
170,233334.0,0.0,0.0,0.012,1.5710413818359374,0.25758029174804686,0.6744765014648437
171,233344.0,0.0,0.0,0.012,1.5710137939453126,0.25759295654296877,0.6744902954101563
172,233354.0,0.0,0.0,0.012,1.5709998779296874,0.25756857299804686,0.6744894409179687
