,stateZ_timestamp,cf_x,cf_y,cf_z,obs_x,obs_y,obs_z,obs_temp_x,obs_temp_y,obs_temp_z
756,118774.0,0.005,-0.003,0.033,,,,,,
757,118784.0,0.005,-0.003,0.032,,,,,,
758,118794.0,0.005,-0.003,0.032,,,,,,
759,118804.0,0.005,-0.004,0.032,,,,,,
760,118814.0,0.006,-0.004,0.032,,,,,,
761,118824.0,0.006,-0.004,0.032,,,,,,
762,118834.0,0.005,-0.003,0.032,,,,,,
763,118844.0,0.006,-0.003,0.032,,,,,,
764,118854.0,0.006,-0.003,0.032,,,,,,
765,118864.0,0.006,-0.003,0.032,,,,,,
766,118874.0,0.006,-0.003,0.032,,,,,,
767,118884.0,0.005,-0.003,0.032,,,,,,
768,118894.0,0.005,-0.003,0.032,,,,,,
769,118904.0,0.005,-0.004,0.032,,,,,,
770,118914.0,0.006,-0.003,0.032,,,,,,
771,118924.0,0.005,-0.003,0.032,,,,,,
772,118934.0,0.006,-0.003,0.032,,,,,,
773,118944.0,0.005,-0.003,0.032,,,,,,
774,118954.0,0.005,-0.003,0.032,,,,,,
775,118964.0,0.005,-0.003,0.03,,,,,,
776,118974.0,0.006,-0.003,0.03,,,,,,
777,118984.0,0.005,-0.003,0.03,,,,,,
778,118994.0,0.005,-0.003,0.03,,,,,,
779,119004.0,0.005,-0.003,0.031,,,,,,
780,119014.0,0.004,-0.003,0.031,,,,,,
781,119024.0,0.004,-0.003,0.031,,,,,,
782,119034.0,0.003,-0.003,0.031,,,,,,
783,119044.0,0.003,-0.003,0.031,,,,,,
784,119054.0,0.003,-0.003,0.031,,,,,,
785,119064.0,0.006,-0.003,0.032,,,,,,
786,119074.0,0.006,-0.003,0.032,,,,,,
787,119084.0,0.005,-0.003,0.032,,,,,,
788,119094.0,0.005,-0.003,0.032,,,,,,
789,119104.0,0.006,-0.003,0.032,,,,,,
790,119114.0,0.006,-0.003,0.032,,,,,,
791,119124.0,0.005,-0.003,0.032,,,,,,
792,119134.0,0.006,-0.003,0.031,,,,,,
793,119144.0,0.005,-0.003,0.031,,,,,,
794,119154.0,0.006,-0.003,0.031,,,,,,
795,119164.0,0.006,-0.003,0.031,,,,,,
796,119174.0,0.005,-0.003,0.032,,,,,,
797,119184.0,0.005,-0.004,0.032,,,,,,
798,119194.0,0.005,-0.003,0.032,,,,,,
799,119204.0,0.005,-0.003,0.032,,,,,,
800,119214.0,0.006,-0.003,0.032,,,,,,
801,119224.0,0.006,-0.003,0.031,,,,,,
802,119234.0,0.006,-0.003,0.031,,,,,,
803,119244.0,0.007,-0.003,0.031,,,,,,
804,119254.0,0.008,-0.003,0.031,,,,,,
805,119264.0,0.007,-0.003,0.032,,,,,,
806,119274.0,0.007,-0.003,0.032,,,,,,
807,119284.0,0.007,-0.003,0.032,,,,,,
808,119294.0,0.007,-0.003,0.032,,,,,,
809,119304.0,0.007,-0.003,0.032,,,,,,
810,119314.0,0.006,-0.003,0.031,,,,,,
811,119324.0,0.006,-0.003,0.031,,,,,,
812,119334.0,0.006,-0.003,0.031,,,,,,
813,119344.0,0.007,-0.003,0.031,,,,,,
814,119354.0,0.007,-0.003,0.031,,,,,,
815,119364.0,0.007,-0.003,0.032,,,,,,
816,119374.0,0.008,-0.003,0.032,,,,,,
817,119384.0,0.008,-0.003,0.032,,,,,,
818,119394.0,0.008,-0.003,0.032,,,,,,
819,119404.0,0.007,-0.003,0.031,,,,,,
820,119414.0,0.008,-0.003,0.031,,,,,,
821,119424.0,0.008,-0.003,0.031,,,,,,
822,119434.0,0.008,-0.003,0.031,,,,,,
823,119444.0,0.007,-0.003,0.031,,,,,,
824,119454.0,0.008,-0.004,0.031,,,,,,
825,119464.0,0.007,-0.003,0.031,,,,,,
826,119474.0,0.007,-0.002,0.031,,,,,,
827,119484.0,0.008,-0.003,0.031,,,,,,
828,119494.0,0.007,-0.003,0.031,,,,,,
829,119504.0,0.007,-0.003,0.031,,,,,,
830,119514.0,0.007,-0.003,0.031,,,,,,
831,119524.0,0.007,-0.003,0.031,,,,,,
832,119534.0,0.007,-0.003,0.032,,,,,,
833,119544.0,0.008,-0.003,0.032,,,,,,
834,119554.0,0.008,-0.003,0.032,,,,,,
835,119564.0,0.009,-0.003,0.032,,,,,,
836,119574.0,0.009,-0.003,0.032,,,,,,
837,119584.0,0.008,-0.003,0.032,,,,,,
838,119594.0,0.008,-0.003,0.032,,,,,,
839,119604.0,0.008,-0.003,0.032,,,,,,
840,119614.0,0.007,-0.003,0.032,,,,,,
841,119624.0,0.008,-0.003,0.033,,,,,,
842,119634.0,0.008,-0.003,0.033,,,,,,
