0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.000009792230530881e-01
-1.639655791994001283e-23,-4.896909226313923776e-24,4.999992800231020107e-01
-9.138465572572219873e-08,-5.265295950038373277e-08,5.000042558285560101e-01
-3.370172886158967592e-07,2.495100553776185672e-08,5.000010475695676471e-01
-7.540053277694081506e-07,5.927530860508731511e-07,5.000093103796217076e-01
-1.306489046902009596e-06,2.470985993531750816e-06,5.000052819279787730e-01
-1.890625924147098462e-06,6.871254377562487222e-06,5.000163866358423581e-01
-2.237880831077579982e-06,1.558226093387982364e-05,5.000113222100021071e-01
-2.020393745848951722e-06,3.098626911460665483e-05,5.000237015918393979e-01
-7.170731561595300942e-07,5.647745245908126403e-05,5.000242437762389969e-01
2.058755931190848385e-06,9.630453948402485425e-05,5.000373213283436646e-01
6.406030152699087055e-06,1.561535297426009891e-04,5.000512371231597974e-01
1.198908977528460813e-05,2.423648004718354757e-04,5.000687597512143423e-01
1.791529185340655486e-05,3.615085558089214794e-04,5.000888778210719199e-01
2.311780397445593771e-05,5.193998904033541621e-04,5.001122539979505621e-01
2.661078241524165986e-05,7.203531726609438846e-04,5.001405659536408699e-01
2.768467064216242730e-05,9.667582252972226802e-04,5.001763556513838527e-01
2.600046439003335713e-05,1.259088196918017270e-03,5.002228507577166638e-01
2.162951101816450324e-05,1.596315461182068723e-03,5.002834001908983419e-01
1.508187826535855477e-05,1.976635871585862101e-03,5.003609317021792124e-01
7.309929781320621052e-06,2.398419814769113881e-03,5.004624216283800608e-01
-3.684936676421593418e-07,2.860892430690231171e-03,5.005887548084279048e-01
-6.445262646219171642e-06,3.364276696657469371e-03,5.007389883962813926e-01
-9.535639182515482081e-06,3.910286877017441105e-03,5.009108241872453071e-01
-8.744657369745473848e-06,4.502281899853097756e-03,5.011008666715869309e-01
-3.937836485706723544e-06,5.145000947504435422e-03,5.013052681266985111e-01
4.173027527025993021e-06,5.843983626525431872e-03,5.015206404263894413e-01
1.416286822552402180e-05,6.604825900996193384e-03,5.017448784568492304e-01
2.421338764077946785e-05,7.432431897646708460e-03,5.019775835607046544e-01
3.253124614950114952e-05,8.330409203509834409e-03,5.022200020738146753e-01
3.774955559154840191e-05,9.300728206841395868e-03,5.024746234796737543e-01
3.921170379342696035e-05,1.034371863184434942e-02,5.027446512007422985e-01
3.707993048459062478e-05,1.145840603939742020e-02,5.030334669507549039e-01
3.226175866270643668e-05,1.264311282597154092e-02,5.033441045122688529e-01
2.618670912231434175e-05,1.389618722215180124e-02,5.036787441511719754e-01
2.048821987489609953e-05,1.521669788069925436e-02,5.040383055866191064e-01
1.665533380091613666e-05,1.660494543665557918e-02,5.044222622476424167e-01
1.572103615394471033e-05,1.806268958159593790e-02,5.048287729366273124e-01
1.804975784430715483e-05,1.959305737680107351e-02,5.052551376497892432e-01
2.327124561901201141e-05,2.120016816738581195e-02,5.056984718098569420e-01
3.038244820705258964e-05,2.288872793494334951e-02,5.061617918828609231e-01
3.797908638927616827e-05,2.466308428270722053e-02,5.066440778656596811e-01
4.458565981967452528e-05,2.652647044647723704e-02,5.071457919547673887e-01
4.898588495864678797e-05,2.848068486216477971e-02,5.076688169567517006e-01
5.048380646346393226e-05,3.052605528639328741e-02,5.082159840076186930e-01
4.903770113788129964e-05,3.266168887115869501e-02,5.087904567848819948e-01
4.524318864396911869e-05,3.488595938357775400e-02,5.093950875952484303e-01
4.017762844567706080e-05,3.719713214014997577e-02,5.100318507015826341e-01
3.514653343927414260e-05,3.959399630429225048e-02,5.107014500705117088e-01
3.139020077740293222e-05,4.207637185578416705e-02,5.114031779318212179e-01
2.981423979051661181e-05,4.464538643291893899e-02,5.121350590359622368e-01
3.080132687049955847e-05,4.730346904227496901e-02,5.128942574254828912e-01
3.414389871383056329e-05,5.005407016479004184e-02,5.136776619077360051e-01
3.911077956551689962e-05,5.290117525722724812e-02,5.144825220260712539e-01
4.463013572215942051e-05,5.584871793467718198e-02,5.153069943863441971e-01
4.954412517724150929e-05,5.890001393310726613e-02,5.161504848997489070e-01
5.287437160967033134e-05,6.205732760324306208e-02,5.170137254103752689e-01
5.403636716627474909e-05,6.532165335953976637e-02,5.178985832582079230e-01
5.295519240466407715e-05,6.869275110272519969e-02,5.188076529720205832e-01
5.006026590649848538e-05,7.216942440472488840e-02,5.197437148607507718e-01
4.616218902174913609e-05,7.575039456158987050e-02,5.207198100120060680e-01
4.226366374819479906e-05,7.943406019600658674e-02,5.217386083739111724e-01
3.931847376712082243e-05,8.321860955994589415e-02,5.228016549887547493e-01
3.802175344932234256e-05,8.710258525981660893e-02,5.239092551423466526e-01
3.866610999267425567e-05,9.108538342864465343e-02,5.250603083846481223e-01
4.109288497715046616e-05,9.516757008394910455e-02,5.262524280198084270e-01
4.474602830839524806e-05,9.935094937072129484e-02,5.274823137300345133e-01
4.881309006061332659e-05,1.036383720372592576e-01,5.287462911028221191e-01
5.241871341133667753e-05,1.080333283645366904e-01,5.300409121121778533e-01
5.482504089028911789e-05,1.125394139964106255e-01,5.313635081163818885e-01
5.559316235271176746e-05,1.171597798248934230e-01,5.327125956715291766e-01
5.467011588591130344e-05,1.218966753396495684e-01,5.340880563991248220e-01
5.238432836758773767e-05,1.267511720634242334e-01,5.354910492380776654e-01
4.935415825888124887e-05,1.317231167079511156e-01,5.369236659402525369e-01
4.633410751185854727e-05,1.368113197910479362e-01,5.383883985387549753e-01
4.403667661958163520e-05,1.420139412286733904e-01,5.398875335807407083e-01
